filename,plane,ship,none
0__20170314_155240_0c12__-122.21119996731795_37.68850850206055.png,0,0,1
0__20161102_202002_1_0c75__-122.162206821_37.7003112792.png,0,0,1
0__20160809_180256_0e16__-121.81089909017106_37.36976425230571.png,0,0,1
0__20170619_180817_0f3f__-122.37955924978792_37.76184531515553.png,0,0,1
0__20161031_211238_1_0c37__-118.398684789_33.9427295258.png,0,0,1
0__20170530_003720_1_0c76__-117.858972994_33.7284144131.png,0,0,1
0__20161103_195402_0c24__-122.220495502_37.7171239543.png,0,0,1
1__20170515_174909_0e16__-117.204681511_32.7333728482.png,1,0,0
1__20160215_210551_0c68__-122.379087933_37.6265293926.png,1,0,0
0__20161018_192144_1_0c24__-122.44835978428236_37.82132249492779.png,0,0,1
0__20170722_174858_0f51__-117.88323013768664_33.61160073076035.png,0,0,1
0__20170530_181157_0e20__-121.699677158_38.684316329.png,0,0,1
1__20180714_182155_1051__-122.33328806319655_37.718383608981874.png,0,1,0
0__20170419_181315_0e0d__-122.51432665903641_37.76788567893668.png,0,0,1
0__20160414_203116_0c68__-118.028327105_33.7228994681.png,0,0,1
0__20160731_173923_0e20__-117.238551717_32.7065954374.png,0,0,1
0__20170719_180903_101d__-122.46251919239478_37.67350859209011.png,0,0,1
0__20150618_184038_090b__-122.25171835_37.6450494697.png,0,0,1
0__20170613_180706_1040__-122.11999029147822_37.64427556270352.png,0,0,1
0__20170726_174731_0f34__-117.60702499599579_34.06059621760521.png,0,0,1
0__20160325_184517_090b__-118.21494473_33.7977173543.png,0,0,1
0__20170223_225436_0c37__-117.708186199_33.8052119568.png,0,0,1
1__20170712_181047_1035__-122.3931819474448_37.619233842115186.png,1,0,0
0__20161022_170828_0c82__-118.226113223_33.8695464115.png,0,0,1
0__20160726_173908_0e30__-117.13570822803754_32.74953435085718.png,0,0,1
1__20170627_175043_100a__-118.40492684416296_33.9402127867685.png,1,0,0
0__20160302_213717_0c68__-122.220218962_37.717527716.png,0,0,1
0__20170204_225400_0c46__-118.453499284_34.0088627037.png,0,0,1
0__20170620_174902_0f3f__-118.1567354495601_33.80201059467457.png,0,0,1
0__20170717_180817_0f1b__-121.96156175509654_37.69311780684872.png,0,0,1
1__20170617_181435_0e0f__-122.37908793254296_37.626529392612895.png,1,0,0
0__20170625_174954_1021__-118.40509475545514_33.93970764636553.png,0,0,1
0__20170611_180650_1024__-122.26169656861087_37.77736233340623.png,0,0,1
1__20161021_174815_0e2f__-118.42382938_33.9445321549.png,1,0,0
0__20170502_175430_0e1f__-118.400459148_33.9420600569.png,0,0,1
0__20160822_181158_1_0c42__-122.238650282_37.7458502081.png,0,0,1
0__20170303_174735_0e3a__-117.201642231_32.7335871757.png,0,0,1
0__20151118_160418_0c68__-118.3871091653929_34.029459800329974.png,0,0,1
0__20160216_195851_0c47__-117.68657666490249_33.651784496168624.png,0,0,1
0__20170129_181029_0e1f__-122.378225568_37.6280188157.png,0,0,1
1__20170619_181347_0e30__-122.37908793254296_37.626529392612895.png,1,0,0
1__20180708_180908_0f47__-118.22841937906449_33.72234278261551.png,0,1,0
1__20170501_181322_0e1f__-122.388367584_37.6211024323.png,1,0,0
0__20171129_181544_1022__-122.12992029491322_37.74323199651593.png,0,0,1
0__20160916_174733_0e20__-118.409490383_33.9444729909.png,0,0,1
0__20161007_175016_0e14__-118.917322241_34.1019988339.png,0,0,1
0__20170830_181003_0f4e__-122.33567067354387_37.76030819123333.png,0,0,1
0__20170620_232625_0c79__-122.38907148089183_37.6113376782744.png,0,0,1
0__20161005_234825_0c42__-117.961831893_33.7616659957.png,0,0,1
0__20160914_161024_0c65__-117.252462228_32.6904931832.png,0,0,1
1__20170627_174936_1015__-118.40025115423707_33.94198518777255.png,1,0,0
0__20151118_160625_0c72__-118.105498517_33.9404359404.png,0,0,1
0__20170611_180651_1024__-122.22018860979564_37.71717600349202.png,0,0,1
0__20160717_153856_1_0c81__-122.008659688_37.2716177644.png,0,0,1
0__20160830_220133_0c37__-118.34232585497747_33.900881785799356.png,0,0,1
1__20170308_175227_0e0e__-118.411473369_33.9451968407.png,1,0,0
1__20170528_174539_0f18__-117.862346447_33.6793551202.png,1,0,0
0__20170211_181117_0e16__-122.319722268_37.642135316.png,0,0,1
0__20170627_180727_1013__-122.13909226361379_37.40278621294013.png,0,0,1
1__20161217_174435_0e20__-117.19808221_32.7337870391.png,1,0,0
0__20161203_174949_0e30__-118.409476373_33.9396846095.png,0,0,1
0__20170620_174902_0f3f__-118.26987605885714_33.84394219085874.png,0,0,1
0__20170623_174658_1038__-117.63337254732284_34.08457000780373.png,0,0,1
0__20160306_195907_0c47__-122.389198591_37.6124199399.png,0,0,1
0__20170319_175236_0e2f__-118.40246102_33.9770179158.png,0,0,1
0__20160904_180441_0e16__-122.207644251_37.6997060354.png,0,0,1
1__20170609_180758_103a__-122.38341463325331_37.61916621845154.png,1,0,0
1__20170101_180918_0e30__-122.389382406_37.6201492015.png,1,0,0
0__20151112_182744_0c47__-118.22834396908401_34.00690781980618.png,0,0,1
0__20151112_182744_0c47__-118.31080102524028_33.87619585372904.png,0,0,1
0__20170726_175022_0f25__-117.86383544144655_33.67718888421325.png,0,0,1
0__20170501_180610_100e__-122.334855490605_37.76006023902305.png,0,0,1
1__20160905_174542_0e3a__-118.409874957_33.9466875362.png,1,0,0
0__20170414_174544_1041__-118.149086529_33.8455872502.png,0,0,1
0__20170522_180506_0f15__-121.59595773_38.7058252424.png,0,0,1
0__20160814_203136_0c13__-117.10223912558996_32.69013724402294.png,0,0,1
0__20160221_180212_0c53__-117.89567034598979_33.726151498873925.png,0,0,1
0__20170613_180814_1017__-122.49435444065043_37.63936263850091.png,0,0,1
0__20170419_170131_0d05__-117.860576473_33.6814054549.png,0,0,1
0__20170515_180654_1007__-122.34345858565175_37.73077070699467.png,0,0,1
0__20170619_180613_0f12__-121.47808862447397_38.69191490316144.png,0,0,1
0__20170515_180435_1005__-121.919982412_37.3515580361.png,0,0,1
0__20170411_174455_1029__-118.19510150047836_33.81095188165649.png,0,0,1
0__20170513_174817_0f10__-118.410554463_33.9401051235.png,0,0,1
0__20161001_174817_0e1f__-118.403449721_33.9462734635.png,0,0,1
0__20170721_180939_0f31__-122.39203773207446_37.618572698752686.png,0,0,1
0__20150503_183603_090c__-122.491747019_37.617800446.png,0,0,1
0__20170423_180331_102e__-121.797202993_37.3087313318.png,0,0,1
1__20160414_192803_0c03__-117.862573233_33.6790036505.png,1,0,0
0__20170614_174847_102e__-118.16930226802592_33.84669580483964.png,0,0,1
0__20170617_181435_0e0f__-122.38005146531181_37.61694201104935.png,0,0,1
0__20170719_180900_101d__-122.37071378918239_37.84902683161672.png,0,0,1
0__20170419_170131_1_0d05__-117.881378461_33.6806094673.png,0,0,1
0__20170414_180531_0f28__-122.297009578_37.6491136301.png,0,0,1
1__20170629_180856_1029__-122.37908793254296_37.626529392612895.png,1,0,0
0__20170719_180904_101d__-122.39437925844518_37.61907146076041.png,0,0,1
0__20161203_174949_0e30__-118.423276427_33.9458293736.png,0,0,1
1__20170723_181111_1028__-122.39718238473623_37.619045510734864.png,1,0,0
0__20180705_213444_0f02__-122.30009000989445_37.730277829549834.png,0,0,1
0__20170822_153738_0c12__-118.20479177870402_33.75074045066896.png,0,0,1
0__20150608_182654_090c__-118.33915583431947_33.969904600826.png,0,0,1
1__20170613_180813_102e__-122.38029866374171_37.61750054506969.png,1,0,0
0__20170326_181145_0e3a__-122.170292999_37.7503099439.png,0,0,1
0__20170724_175148_1028__-118.45391862006088_33.88270637012629.png,0,0,1
1__20160830_220147_1_0c82__-118.402483402_33.940401205.png,1,0,0
0__20160316_153300_0b0a__-122.390553981_37.6129407093.png,0,0,1
1__20170613_174900_1036__-118.40925052785828_33.94085609606337.png,1,0,0
0__20170307_174523_100f__-118.495329983_33.9470853.png,0,0,1
0__20170126_175026_0e14__-118.13260292398381_33.849608723372924.png,0,0,1
0__20170625_180623_102d__-121.9614416453165_37.38351254342269.png,0,0,1
0__20171118_181532_1030__-122.34012505731766_37.71893582675969.png,0,0,1
1__20150827_012518_1_0b0a__-118.430001018_33.9438317458.png,1,0,0
0__20170307_175023_0e30__-117.9904914068898_33.752429591458935.png,0,0,1
0__20150827_012506_0b0f__-118.37030392467514_33.90357671948055.png,0,0,1
0__20161107_174731_0e14__-118.12437449540136_33.75853366409853.png,0,0,1
0__20170430_201723_0c27__-118.43204184_33.9381255868.png,0,0,1
0__20161016_192718_0c76__-117.92894832_33.7673291557.png,0,0,1
0__20150618_184038_090b__-122.28565708_37.5703050825.png,0,0,1
0__20170211_175448_0e0d__-118.932042621_34.100118033.png,0,0,1
1__20161202_180737_0e30__-122.390423503_37.6214132479.png,1,0,0
1__20160216_195849_0c47__-117.861194033_33.681078379.png,1,0,0
0__20160831_174238_0e3a__-117.77720524_34.121134926.png,0,0,1
0__20161031_211238_1_0c37__-118.404839981_33.9459329571.png,0,0,1
1__20170328_181232_0e0f__-122.391000256_37.6183325083.png,1,0,0
1__20170508_180613_1010__-122.3876445_37.6207868997.png,1,0,0
0__20170712_180829_0f41__-121.68939385594169_38.67136037326204.png,0,0,1
0__20161006_175114_0e1f__-119.094980778_34.0960668807.png,0,0,1
0__20160830_220147_1_0c82__-118.409010524_33.9409614767.png,0,0,1
0__20170213_174920_0e2f__-117.606632597_34.0602734838.png,0,0,1
0__20160702_143431_0c60__-121.927106628_37.3150641178.png,0,0,1
0__20170615_181425_0e0d__-122.2131517186796_37.774209053444935.png,0,0,1
0__20170508_171052_0c43__-122.378976193_37.6276982888.png,0,0,1
0__20150901_230308_0b0a__-118.08729662226895_33.83629950097268.png,0,0,1
0__20160717_153849_0c81__-122.391041524_37.6115101013.png,0,0,1
0__20170719_175047_100e__-118.44087668321002_33.911509731162035.png,0,0,1
0__20170121_175133_0e14__-118.430800642_33.939600926.png,0,0,1
0__20170620_180743_102f__-122.3911061953623_37.61191603646465.png,0,0,1
0__20170420_174631_1009__-118.422986307_33.9381494347.png,0,0,1
0__20161110_171528_0c19__-117.197370697_32.7567050684.png,0,0,1
1__20170724_181038_1011__-122.3931819474448_37.619233842115186.png,1,0,0
0__20170101_180919_0e30__-122.380050118_37.6171042443.png,0,0,1
0__20170430_174727_1029__-118.410678596_33.9417269355.png,0,0,1
0__20161107_180612_0e0e__-121.97934796_37.7335340721.png,0,0,1
0__20170218_181102_0e20__-122.57124750825139_37.60189190501353.png,0,0,1
1__20170713_180941_1002__-122.37913514048816_37.62749444574984.png,1,0,0
0__20170511_174420_1008__-117.50266315108142_34.102950021746395.png,0,0,1
1__20170501_180620_1005__-122.381222018_37.6164942229.png,1,0,0
0__20151112_182744_0c47__-118.405938549_33.9416729491.png,0,0,1
0__20151223_185617_0c47__-121.57753332633061_38.559403079486316.png,0,0,1
0__20170602_174536_101f__-117.48465429469574_34.04187565644031.png,0,0,1
0__20151022_193007_0b07__-121.84086978995562_37.35518972348557.png,0,0,1
0__20170404_233921_1_0c0b__-117.587704091_34.0307391002.png,0,0,1
1__20161001_174818_0e1f__-118.4316008_33.937964191.png,1,0,0
0__20170626_180907_1015__-122.43347817574069_37.64070842437085.png,0,0,1
0__20170322_181031_0e16__-121.789679426_38.7488395999.png,0,0,1
0__20160218_195027_0c66__-121.943578729_37.229006236.png,0,0,1
0__20150720_182656_0905__-117.24335976756069_32.73264714412337.png,0,0,1
0__20170125_180841_0e14__-121.9951876134091_37.40419256418698.png,0,0,1
0__20180305_184041_1054__-122.45577905781069_37.757868585604626.png,0,0,1
1__20180710_180333_1002__-118.16681626356723_33.728053770404784.png,0,1,0
0__20161021_174815_0e2f__-118.410415282_33.939538586.png,0,0,1
1__20170222_231256_0c27__-122.380471928_37.6256950895.png,1,0,0
0__20161214_174938_0e26__-118.411455538_33.9455326283.png,0,0,1
0__20160710_182141_0c78__-122.213093087_37.7186430595.png,0,0,1
0__20161202_175304_0e14__-119.204788806191_34.15024353538932.png,0,0,1
0__20170627_174936_1015__-118.40536415870184_33.942274694509464.png,0,0,1
0__20150609_184104_090c__-122.419594129_37.5983231888.png,0,0,1
1__20170615_181425_0e0d__-122.3304854528943_37.74989573259224.png,0,1,0
0__20170615_174851_100b__-118.40444607135349_33.94566691308799.png,0,0,1
0__20170724_181036_1011__-122.21545798055152_37.72033526077008.png,0,0,1
0__20170602_010248_0c44__-122.27327128221266_37.50590070658143.png,0,0,1
0__20160715_174337_0e0e__-118.1248290252551_33.83293257535406.png,0,0,1
0__20150416_183407_0905__-121.799945454_37.4256802756.png,0,0,1
0__20161019_181958_0c41__-118.407775951_33.94089444.png,0,0,1
0__20170726_180806_1022__-122.32654706115918_37.69971503414079.png,0,0,1
1__20170303_174101_0f1d__-117.606584314_34.06045687.png,1,0,0
1__20170616_180825_100e__-122.35932662813094_37.79358935179166.png,0,1,0
1__20160731_174508_0e30__-118.411010894_33.9417428165.png,1,0,0
0__20160325_184517_090b__-118.171111446_33.8248179327.png,0,0,1
0__20170501_180620_1005__-122.38106135_37.6181370748.png,0,0,1
0__20170620_175442_0e30__-118.40687255860385_33.939254478395796.png,0,0,1
0__20170615_174723_103d__-117.86160773428082_33.68096535706471.png,0,0,1
0__20170615_181426_0e0d__-122.21514508129258_37.72095508290482.png,0,0,1
0__20170303_174101_0f1d__-117.5352029057524_34.01225591573259.png,0,0,1
0__20160808_000534_0c79__-122.398196778_37.8365702937.png,0,0,1
0__20170124_175406_0e2f__-119.115973291_34.1008192957.png,0,0,1
0__20170722_174857_0f51__-117.75660770674952_33.67973179916622.png,0,0,1
0__20170414_174729_0e14__-117.23155114962347_32.73499685956108.png,0,0,1
1__20150827_012505_0b0f__-118.432471848_33.9440714809.png,1,0,0
0__20161022_170547_0c24__-117.811165129_33.7133423113.png,0,0,1
1__20170522_174816_0f1d__-118.403673721_33.9398116832.png,1,0,0
1__20170211_181118_0e16__-122.390283641_37.6180147081.png,1,0,0
0__20151231_223738_0c70__-122.17447295554199_37.75415181410106.png,0,0,1
0__20170718_180713_102f__-122.05521122819259_37.71131857500063.png,0,0,1
0__20160805_174539_0e14__-118.30629947304706_33.92345380339875.png,0,0,1
0__20160720_174503_0e3a__-118.429101797_33.9389443144.png,0,0,1
1__20170618_174928_1031__-118.38714291200162_33.94208288168461.png,1,0,0
0__20170113_174500_0e0e__-117.199749706_32.7320476587.png,0,0,1
0__20170905_181214_0f12__-122.33510259979579_37.75908821694549.png,0,0,1
1__20170429_180518_1002__-122.3350656222537_37.72896609663195.png,0,1,0
1__20170609_180758_103a__-122.38996273584476_37.620394503022844.png,1,0,0
0__20160627_155710_0c13__-118.34314021805423_33.739383397805305.png,0,0,1
0__20170414_174545_1041__-118.30263913901112_33.81930509862156.png,0,0,1
0__20150904_215128_1_0b0a__-118.21610857907123_33.84789328843422.png,0,0,1
0__20170728_175003_102a__-118.40755852289061_33.939517176158695.png,0,0,1
0__20170602_010249_0c44__-122.14817758765412_37.6147388645496.png,0,0,1
0__20170619_181348_0e30__-122.39088574168528_37.61810707674344.png,0,0,1
0__20151101_223401_0c07__-117.62124996622664_34.0765422119721.png,0,0,1
0__20170517_175132_102e__-119.096327761_34.1229852014.png,0,0,1
0__20151115_171908_0c64__-118.944363907_34.1695782235.png,0,0,1
1__20170615_174720_0f28__-117.86234644703323_33.6793551201947.png,1,0,0
0__20160726_173908_0e30__-117.21573592194557_32.7358910641245.png,0,0,1
0__20170613_180815_1017__-122.38560939672061_37.61899908437682.png,0,0,1
0__20170625_174954_1021__-118.39933830349256_33.94299263792492.png,0,0,1
0__20170615_174720_0f28__-118.00605352841391_33.720404351525765.png,0,0,1
1__20170604_180822_0f52__-122.39028364121623_37.61801470811646.png,1,0,0
0__20160222_170515_0b0a__-117.241254448_32.7474542152.png,0,0,1
0__20160621_181641_0c81__-117.763186487_33.6477637235.png,0,0,1
0__20150917_164234_0c03__-118.294998657_33.9787099497.png,0,0,1
0__20160720_174344_0e0f__-117.94350375019644_33.7918399893069.png,0,0,1
1__20170615_174158_0c13__-117.1985302176862_32.733848911578825.png,1,0,0
0__20160216_195851_0c47__-117.71274833824447_33.6868110001434.png,0,0,1
0__20170617_180557_1019__-121.92714770367992_37.366928101242195.png,0,0,1
0__20161203_174949_0e30__-118.401280348_33.9406709601.png,0,0,1
1__20170615_180728_1003__-122.34225811089621_37.75101655694937.png,0,1,0
0__20160715_173850_0e0f__-117.00040545098221_32.707552990203496.png,0,0,1
0__20170210_174601_0e14__-117.090393029_32.7486821723.png,0,0,1
0__20170419_175113_0e19__-117.860834828_33.6813495415.png,0,0,1
0__20161115_174806_0e16__-118.183598612689_33.837062973380455.png,0,0,1
0__20170415_174637_0f28__-118.400656974_33.9422471837.png,0,0,1
0__20170628_174759_1013__-118.05199620022877_33.69369577611164.png,0,0,1
1__20170501_180613_100e__-122.378675896_37.6281739448.png,1,0,0
0__20170403_175031_0e0f__-117.508736208_34.025274078.png,0,0,1
1__20160917_174126_0e19__-117.207078321_32.73252599.png,1,0,0
0__20170129_181027_0e1f__-122.3335299594139_37.71797938371536.png,0,0,1
0__20170211_181117_0e16__-122.522698794_37.6681972508.png,0,0,1
0__20170415_180503_1024__-122.43953053268768_37.73570112978463.png,0,0,1
0__20160806_001951_0c79__-119.154519534_34.1731543183.png,0,0,1
0__20170101_180916_0e30__-122.31583398474844_37.79886079858637.png,0,0,1
0__20170615_174724_103d__-117.96809497533259_33.65301202954557.png,0,0,1
0__20170620_174902_0f3f__-118.20031397766176_33.76642217244682.png,0,0,1
0__20170712_180942_0f15__-122.38291770633272_37.61563207163463.png,0,0,1
0__20170615_181425_0e0d__-122.13891235757687_37.75768282292704.png,0,0,1
0__20170404_233921_1_0c0b__-117.636170899_34.0804701296.png,0,0,1
0__20170511_180611_1041__-122.392680068_37.6190086475.png,0,0,1
0__20160714_150134_0c68__-121.8925811051685_37.44821646381979.png,0,0,1
0__20170714_175017_1002__-118.40512853446215_33.94176335973189.png,0,0,1
0__20151227_171358_0c53__-121.96303558117565_37.39326105355678.png,0,0,1
1__20170615_173819_0c19__-117.19766811576851_32.733698472420116.png,1,0,0
0__20150801_182931_090b__-117.95572744838924_33.68441292961094.png,0,0,1
0__20170405_174417_1017__-118.136799759_33.7207039944.png,0,0,1
1__20170618_175001_101e__-118.40492684416296_33.9402127867685.png,1,0,0
0__20161019_181958_1_0c41__-118.406162151_33.9394790268.png,0,0,1
0__20170423_174124_1005__-117.1898265133291_32.70294404580585.png,0,0,1
0__20180705_182236_0f4d__-122.29878194412136_37.8075482424561.png,0,0,1
1__20170613_180813_102e__-122.39177122430853_37.61734870458451.png,1,0,0
0__20170125_180841_0e14__-122.191068834_37.3951221566.png,0,0,1
1__20170523_174302_0f51__-117.205384552_32.7324955952.png,1,0,0
1__20161218_180847_0e26__-122.393963872_37.618967716.png,1,0,0
0__20151220_192555_0c72__-118.03510956622266_33.802306579394255.png,0,0,1
1__20170515_180655_1007__-122.388117_37.6182480314.png,1,0,0
0__20170430_174727_1029__-118.399267197_33.9426146909.png,0,0,1
1__20170729_175107_1036__-118.41833221627427_33.940172226013956.png,1,0,0
1__20170416_174557_1028__-118.402688862_33.941706823.png,1,0,0
0__20171023_181359_1044__-122.34348699227789_37.7275531650489.png,0,0,1
0__20170707_174131_0c0b__-122.33702764638267_37.73800832995908.png,0,0,1
0__20151112_182721_0c18__-118.29862467261151_33.79388873890336.png,0,0,1
0__20170120_180942_0e14__-122.4068736252318_37.77904780926005.png,0,0,1
0__20170225_180318_0f1d__-122.463251433_37.7087988914.png,0,0,1
0__20170712_180940_0f15__-122.18625994548921_37.75380116323898.png,0,0,1
